plant_id,meter_id,meter_reading,date,created_at,data_availability,guid
11701955,11848078,256378515,2025-01-30 16:00:31.562498 UTC,2025-01-30 16:00:31.562503 UTC,1,
11701955,11848078,337988000,2025-04-14 16:00:32.688632 UTC,2025-04-14 16:00:32.688632 UTC,,
11701955,11848078,301621250,2025-03-20 16:00:33.242432 UTC,2025-03-20 16:00:33.242432 UTC,1,
11701955,11848078,214385296,2024-12-11 16:00:29.393555 UTC,2024-12-11 16:00:29.393561 UTC,1,
11701955,11848078,175192875,2024-10-22 16:00:28.983631 UTC,2024-10-22 16:00:28.983636 UTC,1,
11701955,11848078,211118031,2024-12-07 16:00:30.048046 UTC,2024-12-07 16:00:30.048052 UTC,1,
11701955,11848078,153679281,2024-09-14 16:00:34.073174 UTC,2024-09-14 16:00:34.073180 UTC,1,
11701955,11848078,159582734,2024-09-25 16:00:29.356111 UTC,2024-09-25 16:00:29.356117 UTC,1,
11701955,11848078,236828203,2025-01-06 16:00:30.758079 UTC,2025-01-06 16:00:30.758084 UTC,1,
11701955,11848078,250979687,2025-01-22 16:00:43.666725 UTC,2025-01-22 16:00:43.666731 UTC,1,
11701955,11848078,193846171,2024-11-14 16:00:29.973667 UTC,2024-11-14 16:00:29.973672 UTC,1,
11701955,11848078,181986109,2024-11-01 16:00:28.372524 UTC,2024-11-01 16:00:28.372530 UTC,1,
11701955,11848078,190544703,2024-11-10 16:00:29.364242 UTC,2024-11-10 16:00:29.364249 UTC,1,
11701955,11848078,251762859,2025-01-23 16:00:44.005405 UTC,2025-01-23 16:00:44.005411 UTC,1,
11701955,11848078,197660484,2024-11-20 16:00:29.098613 UTC,2024-11-20 16:00:29.098619 UTC,1,
11701955,11848078,157277953,2024-09-20 16:00:28.677782 UTC,2024-09-20 16:00:28.677787 UTC,1,
11701955,11848078,314124812,2025-03-30 16:00:31.379151 UTC,2025-03-30 16:00:31.379151 UTC,1,
11701955,11848078,330964531,2025-04-10 16:00:33.201212 UTC,2025-04-10 16:00:33.201212 UTC,1,
11701955,11848078,207893531,2024-12-03 16:00:30.482798 UTC,2024-12-03 16:00:30.482803 UTC,1,
11701955,11848078,320552156,2025-04-03 16:00:34.586742 UTC,2025-04-03 16:00:34.586742 UTC,1,
11701955,11848078,323733812,2025-04-05 16:00:33.337597 UTC,2025-04-05 16:00:33.337597 UTC,1,
11701955,11848078,187354656,2024-11-06 16:00:30.622457 UTC,2024-11-06 16:00:30.622462 UTC,1,
11701955,11848078,282280937,2025-02-28 16:00:32.880019 UTC,2025-02-28 16:00:32.880019 UTC,1,
11701955,11848078,252233515,2025-01-24 16:01:34.093961 UTC,2025-01-24 16:01:34.093966 UTC,1,
11701955,11848078,309752718,2025-03-28 16:00:32.466551 UTC,2025-03-28 16:00:32.466551 UTC,1,
11701955,11848078,235818781,2025-01-05 16:00:29.939636 UTC,2025-01-05 16:00:29.939643 UTC,1,
11701955,11848078,233852031,2025-01-02 16:00:29.946349 UTC,2025-01-02 16:00:29.946353 UTC,1,
11701955,11848078,210145265,2024-12-06 16:00:29.622160 UTC,2024-12-06 16:00:29.622165 UTC,1,
11701955,11848078,332577125,2025-04-11 16:00:32.443636 UTC,2025-04-11 16:00:32.443636 UTC,1,
11701955,11848078,206748578,2024-12-02 16:00:30.380428 UTC,2024-12-02 16:00:30.380434 UTC,1,
11701955,11848078,304143000,2025-03-25 16:00:34.817573 UTC,2025-03-25 16:00:34.817573 UTC,1,
11701955,11848078,154004031,2024-09-15 16:00:28.416918 UTC,2024-09-15 16:00:28.416923 UTC,1,
11701955,11848078,212073015,2024-12-08 16:00:30.346592 UTC,2024-12-08 16:00:30.346597 UTC,1,
11701955,11848078,159497531,2024-09-23 16:00:29.139488 UTC,2024-09-23 16:00:29.139492 UTC,1,
11701955,11848078,246512562,2025-01-17 16:00:30.794698 UTC,2025-01-17 16:00:30.794703 UTC,1,
11701955,11848078,159517968,2024-09-24 16:00:28.645039 UTC,2024-09-24 16:00:28.645044 UTC,1,
11701955,11848078,177118890,2024-10-26 16:00:28.395599 UTC,2024-10-26 16:00:28.395604 UTC,1,
11701955,11848078,293684625,2025-03-10 16:00:32.387763 UTC,2025-03-10 16:00:32.387763 UTC,1,
11701955,11848078,175613843,2024-10-23 16:00:29.549979 UTC,2024-10-23 16:00:29.549985 UTC,1,
11701955,11848078,316916375,2025-04-01 16:00:44.767360 UTC,2025-04-01 16:00:44.767360 UTC,1,
11701955,11848078,268321968,2025-02-14 16:00:19.403269 UTC,2025-02-14 16:00:19.403275 UTC,1,
11701955,11848078,209765906,2024-12-05 16:00:30.242918 UTC,2024-12-05 16:00:30.242923 UTC,1,
11701955,11848078,227255156,2024-12-25 16:00:30.085930 UTC,2024-12-25 16:00:30.085935 UTC,1,
11701955,11848078,155077359,2024-09-17 16:00:28.361881 UTC,2024-09-17 16:00:28.361887 UTC,1,
11701955,11848078,292756343,2025-03-09 16:00:32.317418 UTC,2025-03-09 16:00:32.317418 UTC,1,
11701955,11848078,299684343,2025-03-17 16:00:31.448940 UTC,2025-03-17 16:00:31.448940 UTC,1,
11701955,11848078,243097453,2025-01-13 16:00:30.997471 UTC,2025-01-13 16:00:30.997477 UTC,1,
11701955,11848078,196492218,2024-11-19 16:00:28.676874 UTC,2024-11-19 16:00:28.676879 UTC,1,
11701955,11848078,294503000,2025-03-11 16:00:32.920544 UTC,2025-03-11 16:00:32.920544 UTC,1,
11701955,11848078,254571906,2025-01-27 16:00:30.608471 UTC,2025-01-27 16:00:30.608476 UTC,1,
11701955,11848078,163706250,2024-10-05 16:00:27.944556 UTC,2024-10-05 16:00:27.944561 UTC,1,
11701955,11848078,262311531,2025-02-07 16:00:21.441809 UTC,2025-02-07 16:00:21.441814 UTC,1,
11701955,11848078,265077812,2025-02-10 16:00:23.472616 UTC,2025-02-10 16:00:23.472621 UTC,1,
11701955,11848078,250354359,2025-01-21 16:00:29.802701 UTC,2025-01-21 16:00:29.802706 UTC,1,
11701955,11848078,208874750,2024-12-04 16:00:30.869398 UTC,2024-12-04 16:00:30.869403 UTC,1,
11701955,11848078,287117687,2025-03-04 16:00:33.133531 UTC,2025-03-04 16:00:33.133531 UTC,1,
11701955,11848078,333883437,2025-04-12 16:00:33.069860 UTC,2025-04-12 16:00:33.069860 UTC,1,
11701955,11848078,232432312,2024-12-30 16:00:32.508051 UTC,2024-12-30 16:00:32.508056 UTC,1,
11701955,11848078,249404531,2025-01-20 16:00:29.028734 UTC,2025-01-20 16:00:29.028738 UTC,1,
11701955,11848078,318580062,2025-04-02 16:00:31.504628 UTC,2025-04-02 16:00:31.504628 UTC,1,
11701955,11848078,240645875,2025-01-10 16:00:30.486914 UTC,2025-01-10 16:00:30.486920 UTC,1,
11701955,11848078,327583750,2025-04-07 16:00:32.343532 UTC,2025-04-07 16:00:32.343532 UTC,1,
11701955,11848078,290561281,2025-03-07 16:00:32.424171 UTC,2025-03-07 16:00:32.424171 UTC,1,
11701955,11848078,283358062,2025-03-01 16:00:31.717541 UTC,2025-03-01 16:00:31.717541 UTC,1,
11701955,11848078,200996390,2024-11-25 16:00:28.704053 UTC,2024-11-25 16:00:28.704059 UTC,1,
11701955,11848078,219388515,2024-12-16 16:00:30.460067 UTC,2024-12-16 16:00:30.460073 UTC,1,
11701955,11848078,222348015,2024-12-19 16:00:29.358780 UTC,2024-12-19 16:00:29.358785 UTC,1,
11701955,11848078,258640531,2025-02-03 16:00:37.092837 UTC,2025-02-03 16:00:37.092843 UTC,1,
